61	71	72	81	60	87	70	80
67	77	74	83	72	71	73	82
60	80	66	85	58	66	83	71
59	85	77	85	45	73	72	74
79	72	81	68	64	69	64	86
62	68	89	94	48	65	82	71
34	90	64	86	49	49	92	67
65	96	60	74	64	80	74	90
71	91	69	89	66	91	68	65
68	76	73	82	65	64	67	75
80	74	66	89	61	74	78	74
73	74	80	87	68	72	82	70
72	77	73	87	73	71	80	73
70	73	76	83	60	69	73	72
85	71	85	91	61	74	70	67
79	66	70	84	69	72	85	71
59	77	75	82	53	64	73	72
