0.865202 ,0.017067 ,0.049472 ,0.614526 ,0.076932 ,0.147304 ,0.218967 ,0.973813 
0.865202 ,0.017067 ,0.199392 ,0.490149 ,0.014644 ,0.071415 ,0.218967 ,0.484840 
1.128831 ,0.123479 ,0.059926 ,0.705886 ,0.113778 ,0.102782 ,0.152802 ,0.090977 
1.128831 ,0.017067 ,0.425644 ,0.838182 ,0.076932 ,0.392882 ,0.290936 ,0.233477 
0.165647 ,0.051476 ,0.049472 ,0.369004 ,0.076932 ,0.239700 ,0.029887 ,0.484840 
0.389538 ,0.017067 ,0.049472 ,0.490149 ,0.076932 ,0.102782 ,0.152802 ,0.484840 
1.128831 ,0.123479 ,0.648641 ,0.976780 ,0.044639 ,0.354226 ,0.152802 ,0.848926 
0.276938 ,0.017067 ,0.086168 ,0.490149 ,0.076932 ,0.071415 ,0.290936 ,0.192567 
0.055130 ,0.123479 ,0.049472 ,0.838182 ,0.014644 ,0.408829 ,0.029887 ,0.378601 
0.620986 ,0.369515 ,0.648641 ,0.490149 ,0.044639 ,0.071415 ,0.152802 ,0.848926 
0.276938 ,0.017067 ,0.049472 ,0.133001 ,0.014644 ,0.392882 ,0.152802 ,0.050516 
0.620986 ,0.051476 ,0.049472 ,0.490149 ,0.044639 ,0.192825 ,0.290936 ,0.090977 
0.741126 ,0.017067 ,0.123263 ,0.614526 ,0.014644 ,0.071415 ,0.029887 ,0.638727 
1.128831 ,0.369515 ,0.160939 ,0.614526 ,0.113778 ,0.102782 ,0.029887 ,0.848926 
0.165647 ,0.017067 ,0.123263 ,0.976780 ,0.014644 ,0.408829 ,0.029887 ,0.848926 
0.741126 ,0.017067 ,0.199392 ,0.976780 ,0.014644 ,0.253397 ,0.290936 ,0.973813 
