0.032773 ,0.003641 ,0.038095 ,0.022409 ,0.372549 ,0.160784 ,0.004482 ,0.021849 ,0.080672 ,,0.372549 
0.032773 ,0.003641 ,0.004482 ,0.072829 ,0.137255 ,0.101961 ,0.197199 ,0.020168 ,0.042857 ,,0.197199 
0.030252 ,0.269468 ,0.037535 ,0.089636 ,0.392157 ,0.309804 ,0.062745 ,0.028571 ,0.146218 ,,0.392157 
0.030252 ,0.440616 ,0.088515 ,0.039216 ,0.686275 ,0.454902 ,0.340616 ,0.005042 ,0.373109 ,,0.686275 
0.007563 ,0.378711 ,0.045938 ,0.011204 ,0.039216 ,0.074510 ,0.163585 ,0.021849 ,0.005042 ,,0.378711 
0.105882 ,0.276751 ,0.012325 ,0.190476 ,0.078431 ,0.454902 ,0.029132 ,0.038655 ,0.307563 ,,0.454902 
0.020168 ,0.440616 ,0.088515 ,0.022409 ,0.156863 ,0.192157 ,0.062745 ,0.005042 ,0.373109 ,,0.440616 
0.108403 ,0.385994 ,0.012885 ,0.078431 ,0.450980 ,0.309804 ,0.340616 ,0.021849 ,0.080672 ,,0.450980 
0.007563 ,0.433333 ,0.045938 ,0.145658 ,0.490196 ,0.309804 ,0.129972 ,0.021849 ,0.269748 ,,0.490196 
0.131092 ,0.160224 ,0.062745 ,0.190476 ,0.215686 ,0.101961 ,0.197199 ,0.062185 ,0.221849 ,,0.221849 
0.032773 ,0.050980 ,0.046499 ,0.022409 ,0.078431 ,0.454902 ,0.172549 ,0.011765 ,0.184034 ,,0.454902 
0.131092 ,0.269468 ,0.037535 ,0.112045 ,0.666667 ,0.101961 ,0.138936 ,0.011765 ,0.231933 ,,0.666667 
0.032773 ,0.003641 ,0.038095 ,0.028011 ,0.019608 ,0.192157 ,0.071709 ,0.005042 ,0.080672 ,,0.192157 
0.030252 ,0.058263 ,0.062745 ,0.156863 ,0.039216 ,0.337255 ,0.062745 ,0.062185 ,0.221849 ,,0.337255 
0.158824 ,0.440616 ,0.021289 ,0.179272 ,0.137255 ,0.250980 ,0.062745 ,0.038655 ,0.080672 ,,0.440616 
0.105882 ,0.050980 ,0.045938 ,0.179272 ,0.666667 ,0.074510 ,0.239776 ,0.028571 ,0.307563 ,,0.666667 
0.158824 ,0.433333 ,0.038095 ,0.061625 ,0.686275 ,0.309804 ,0.197199 ,0.021849 ,0.032773 ,,0.686275 
