0.109524 ,0.109524 ,0.180952 ,0.057143 ,0.861905 ,0.138095 ,0.280952 ,0.595238 ,0.519048 ,0.190476 ,0.300000 ,0.342857 ,0.033333 ,0.466667 ,0.461905 ,0.361905 ,0.257143 ,0.342857 
0.247619 ,0.247619 ,0.819048 ,0.271429 ,0.495238 ,0.147619 ,0.004762 ,0.452381 ,0.409524 ,0.880952 ,0.085714 ,0.271429 ,0.604762 ,0.609524 ,0.319048 ,0.209524 ,0.328571 ,0.085714 
0.176190 ,0.461905 ,0.033333 ,0.271429 ,0.352381 ,0.280952 ,0.138095 ,0.238095 ,0.019048 ,0.452381 ,0.057143 ,0.557143 ,0.180952 ,0.323810 ,0.390476 ,0.219048 ,0.671429 ,0.300000 
0.176190 ,0.609524 ,0.104762 ,0.228571 ,0.004762 ,0.209524 ,0.647619 ,0.047619 ,0.338095 ,0.333333 ,0.414286 ,0.300000 ,0.109524 ,0.104762 ,0.680952 ,0.138095 ,0.042857 ,0.085714 
0.252381 ,0.680952 ,0.109524 ,0.014286 ,0.861905 ,0.004762 ,0.852381 ,0.595238 ,0.123810 ,0.452381 ,0.657143 ,0.157143 ,0.252381 ,0.609524 ,0.319048 ,0.638095 ,0.242857 ,0.414286 
0.176190 ,0.247619 ,0.247619 ,0.514286 ,0.290476 ,0.280952 ,0.219048 ,0.047619 ,0.195238 ,0.404762 ,0.200000 ,0.557143 ,0.038095 ,0.747619 ,0.390476 ,0.147619 ,0.042857 ,0.514286 
0.104762 ,0.180952 ,0.104762 ,0.414286 ,0.004762 ,0.004762 ,0.004762 ,0.190476 ,0.195238 ,0.404762 ,0.128571 ,0.442857 ,0.104762 ,0.176190 ,0.109524 ,0.004762 ,0.457143 ,0.057143 
0.395238 ,0.533333 ,0.252381 ,0.371429 ,0.138095 ,0.352381 ,0.004762 ,0.452381 ,0.519048 ,0.404762 ,0.628571 ,0.157143 ,0.252381 ,0.609524 ,0.247619 ,0.147619 ,0.471429 ,0.200000 
0.038095 ,0.109524 ,0.252381 ,0.700000 ,0.219048 ,0.290476 ,0.361905 ,0.380952 ,0.233333 ,0.333333 ,0.371429 ,0.342857 ,0.319048 ,0.176190 ,0.538095 ,0.290476 ,0.042857 ,0.085714 
0.033333 ,0.533333 ,0.109524 ,0.585714 ,0.076190 ,0.352381 ,0.790476 ,0.047619 ,0.338095 ,0.880952 ,0.628571 ,0.557143 ,0.604762 ,0.109524 ,0.604762 ,0.576190 ,0.542857 ,0.728571 
0.033333 ,0.609524 ,0.604762 ,0.700000 ,0.138095 ,0.138095 ,0.209524 ,0.023810 ,0.409524 ,0.404762 ,0.128571 ,0.371429 ,0.033333 ,0.176190 ,0.252381 ,0.219048 ,0.171429 ,0.442857 
0.466667 ,0.033333 ,0.538095 ,0.371429 ,0.495238 ,0.361905 ,0.566667 ,0.476190 ,0.519048 ,0.261905 ,0.442857 ,0.585714 ,0.395238 ,0.604762 ,0.247619 ,0.280952 ,0.042857 ,0.628571 
0.038095 ,0.109524 ,0.323810 ,0.157143 ,0.076190 ,0.219048 ,0.290476 ,0.023810 ,0.233333 ,0.309524 ,0.442857 ,0.371429 ,0.033333 ,0.109524 ,0.680952 ,0.004762 ,0.171429 ,0.628571 
0.104762 ,0.461905 ,0.038095 ,0.271429 ,0.066667 ,0.290476 ,0.433333 ,0.476190 ,0.019048 ,0.047619 ,0.271429 ,0.585714 ,0.109524 ,0.176190 ,0.466667 ,0.209524 ,0.471429 ,0.414286 
0.466667 ,0.533333 ,0.538095 ,0.557143 ,0.290476 ,0.004762 ,0.709524 ,0.023810 ,0.052381 ,0.166667 ,0.657143 ,0.228571 ,0.180952 ,0.252381 ,0.680952 ,0.638095 ,0.542857 ,0.271429 
0.247619 ,0.680952 ,0.109524 ,0.300000 ,0.495238 ,0.076190 ,0.852381 ,0.904762 ,0.161905 ,0.404762 ,0.342857 ,0.342857 ,0.395238 ,0.747619 ,0.252381 ,0.495238 ,0.528571 ,0.728571 
0.247619 ,0.109524 ,0.819048 ,0.585714 ,0.138095 ,0.361905 ,0.790476 ,0.904762 ,0.052381 ,0.523810 ,0.128571 ,0.200000 ,0.390476 ,0.319048 ,0.604762 ,0.576190 ,0.671429 ,0.085714 
