85	90	70	76	76	80
89	86	72	73	74	83
84	80	85	75	73	81
65	85	77	79	62	76
78	87	79	73	81	91
84	90	69	78	75	85
76	81	72	67	69	88
91	86	71	84	83	93
82	79	81	71	79	78
86	80	82	78	61	86
88	89	73	74	79	84
79	60	77	62	74	80
83	88	77	66	82	85
86	88	80	74	76	78
85	62	71	80	78	76
80	85	74	76	70	89
84	90	69	77	79	93
