74	81	73	68	75	79	76	74	74
74	81	69	65	79	80	70	69	75
69	86	64	64	88	87	74	68	80
69	73	85	67	96	74	95	72	97
72	88	63	70	82	83	71	74	76
63	76	67	58	80	65	75	76	53
73	72	79	68	84	85	74	72	86
80	74	70	74	89	87	86	74	74
72	89	63	78	73	87	72	74	69
61	84	54	52	85	80	62	64	82
74	82	74	68	80	74	81	70	81
60	86	64	76	70	80	80	70	70
74	81	73	71	81	85	78	72	74
69	80	61	60	82	76	74	64	82
88	73	71	80	79	86	74	79	74
63	82	63	82	58	83	83	68	68
84	91	73	73	93	91	70	74	77
