80	69	74	73	64	91	90	72
91	69	74	73	70	94	96	72
72	70	74	87	58	82	85	70
72	60	72	86	71	81	68	62
74	73	81	89	67	74	82	74
80	79	70	74	68	74	79	74
92	66	62	95	70	71	97	70
80	50	74	74	47	87	79	72
72	72	91	91	67	88	73	71
89	71	73	78	70	79	91	70
74	86	84	83	71	74	74	71
73	62	86	82	70	74	85	68
87	65	85	73	67	88	74	72
95	56	60	81	72	74	92	74
73	62	72	70	70	82	83	77
79	68	74	73	63	83	81	74
73	48	80	66	42	61	92	83
