0.001681,-0.143697,0.038095,-0.09944,0.139496,-0.058824,0.009804,0.430252,-0.391317,-0.073109,0.22549,,0.430252
0.001681,0.461345,-0.037535,-0.015406,-0.02437,-0.176471,-0.028011,-0.107563,0.486835,0.027731,0.22549,,0.486835
0.010084,0.423529,0.021289,0.005602,0.02605,-0.029412,0.018207,0.094118,0.163305,0.015126,-0.005602,,0.423529
0.010084,0.347899,-0.071148,-0.120448,-0.04958,-0.117647,-0.028011,-0.006723,-0.252661,-0.098319,0.22549,,0.347899
-0.015126,0.234454,-0.071148,-0.078431,0.00084,-0.058824,-0.011204,-0.242017,0.440616,-0.010084,0.078431,,0.440616
0.010084,-0.105882,0.004482,-0.120448,0.00084,0.117647,-0.002801,-0.107563,-0.529972,0.040336,-0.047619,,0.117647
0.035294,-0.673109,0.038095,0.215686,0.076471,-0.058824,-0.002801,0.161345,-0.529972,0.141176,-0.026611,,0.215686
-0.015126,0.196639,0.029692,-0.078431,0.013445,0.058824,0.009804,-0.17479,-0.021569,0.002521,-0.026611,,0.196639
-0.023529,0.423529,-0.012325,0.131653,-0.1,-0.147059,0.005602,0.430252,0.486835,-0.047899,-0.152661,,0.486835
0.010084,0.196639,0.012885,-0.057423,-0.036975,-0.117647,0.001401,0.127731,-0.021569,0.015126,-0.089636,,0.196639
-0.006723,-0.294958,-0.020728,0.152661,0.02605,-0.176471,-0.02381,-0.107563,-0.114006,0.027731,0.141457,,0.152661
0.010084,-0.143697,0.038095,0.278711,0.013445,0.264706,0.018207,-0.107563,0.348179,0.015126,-0.005602,,0.348179
-0.023529,0.461345,0.029692,-0.078431,0.139496,0.264706,0.018207,0.430252,-0.391317,-0.022689,-0.068627,,0.461345
-0.023529,-0.370588,-0.071148,0.278711,-0.062185,0.058824,0.005602,-0.141176,0.486835,-0.060504,-0.131653,,0.486835
0.035294,-0.673109,-0.045938,-0.09944,-0.1,0.088235,-0.028011,-0.309244,-0.160224,-0.098319,-0.152661,,0.088235
0.010084,-0.181513,0.046499,-0.078431,-0.02437,0.235294,0.018207,0.060504,-0.252661,0.027731,-0.089636,,0.235294
-0.015126,-0.370588,0.046499,-0.078431,0.00084,-0.058824,0.009804,-0.309244,0.209524,0.141176,-0.026611,,0.209524
,,,,,,,,,,,,
,,,,,,,,,,,,
0.001680672,0.143697479,0.038095238,0.099439776,0.139495798,0.058823529,0.009803922,0.430252101,0.391316527,0.073109244,0.225490196,,0.430252101
0.001680672,0.461344538,0.037535014,0.015406162,0.024369748,0.176470588,0.028011204,0.107563025,0.486834734,0.027731092,0.225490196,,0.486834734
0.010084034,0.423529412,0.021288515,0.005602241,0.02605042,0.029411765,0.018207283,0.094117647,0.163305322,0.01512605,0.005602241,,0.423529412
0.010084034,0.34789916,0.071148459,0.120448179,0.049579832,0.117647059,0.028011204,0.006722689,0.252661064,0.098319328,0.225490196,,0.34789916
0.01512605,0.234453782,0.071148459,0.078431373,0.000840336,0.058823529,0.011204482,0.242016807,0.440616246,0.010084034,0.078431373,,0.440616246
0.010084034,0.105882353,0.004481793,0.120448179,0.000840336,0.117647059,0.00280112,0.107563025,0.529971989,0.040336134,0.047619048,,0.529971989
0.035294118,0.673109244,0.038095238,0.215686275,0.076470588,0.058823529,0.00280112,0.161344538,0.529971989,0.141176471,0.026610644,,0.673109244
0.01512605,0.196638655,0.029691877,0.078431373,0.013445378,0.058823529,0.009803922,0.174789916,0.021568627,0.002521008,0.026610644,,0.196638655
0.023529412,0.423529412,0.01232493,0.131652661,0.1,0.147058824,0.005602241,0.430252101,0.486834734,0.04789916,0.152661064,,0.486834734
0.010084034,0.196638655,0.012885154,0.057422969,0.03697479,0.117647059,0.00140056,0.127731092,0.021568627,0.01512605,0.089635854,,0.196638655
0.006722689,0.294957983,0.020728291,0.152661064,0.02605042,0.176470588,0.023809524,0.107563025,0.114005602,0.027731092,0.141456583,,0.294957983
0.010084034,0.143697479,0.038095238,0.278711485,0.013445378,0.264705882,0.018207283,0.107563025,0.348179272,0.01512605,0.005602241,,0.348179272
0.023529412,0.461344538,0.029691877,0.078431373,0.139495798,0.264705882,0.018207283,0.430252101,0.391316527,0.022689076,0.068627451,,0.461344538
0.023529412,0.370588235,0.071148459,0.278711485,0.062184874,0.058823529,0.005602241,0.141176471,0.486834734,0.060504202,0.131652661,,0.486834734
0.035294118,0.673109244,0.045938375,0.099439776,0.1,0.088235294,0.028011204,0.309243697,0.16022409,0.098319328,0.152661064,,0.673109244
0.010084034,0.181512605,0.046498599,0.078431373,0.024369748,0.235294118,0.018207283,0.060504202,0.252661064,0.027731092,0.089635854,,0.252661064
0.015126,0.370588,0.046499,0.078431,0.00084,0.058824,0.009804,0.309244,0.209524,0.141176,0.026611,,0.370588
